Date,Source,Production,Start_Hour,End_Hour,Day_of_Year
9/1/2022,Wind,2865,5,6,244
7/27/2021,Wind,1685,2,3,208
7/11/2021,Solar,5042,13,14,192
3/29/2022,Solar,3254,10,11,88
4/3/2024,Wind,18128,13,14,94
4/19/2023,Wind,6823,7,8,109
10/25/2021,Wind,2690,3,4,298
6/18/2023,Wind,4451,20,21,169
2/14/2023,Wind,4662,21,22,45
3/23/2025,Wind,1259,22,23,82
6/27/2025,Solar,9125,17,18,178
8/28/2022,Solar,8898,12,13,240
7/11/2023,Wind,1999,5,6,192
9/9/2020,Wind,1078,8,9,253
6/28/2024,Solar,4290,18,19,180
7/29/2020,Solar,2120,9,10,211
7/9/2023,Solar,6674,16,17,190
3/16/2024,Wind,1211,18,19,76
5/14/2023,Solar,6013,10,11,134
6/13/2025,Wind,1801,2,3,164
11/9/2022,Wind,8441,5,6,313
4/6/2022,Wind,5141,6,7,96
8/8/2025,Solar,4706,15,16,220
10/4/2025,Wind,17338,7,8,277
10/25/2020,Wind,10696,2,3,299
7/18/2021,Wind,4398,8,9,199
8/13/2021,Solar,2862,18,19,225
11/4/2023,Wind,14865,22,23,308
10/27/2020,Wind,10606,20,21,301
3/5/2023,Wind,1000,21,22,64
11/14/2022,Wind,3434,0,1,318
9/10/2020,Wind,2229,22,23,254
4/20/2024,Wind,8412,15,16,111
2/15/2021,Wind,12188,11,12,46
4/24/2024,Wind,9813,11,12,115
3/14/2023,Wind,17911,9,10,73
2/8/2022,Wind,4263,16,17,39
1/8/2025,Wind,12406,15,16,8
12/4/2023,Wind,13067,2,3,338
6/29/2025,Wind,2788,21,22,180
11/21/2025,Wind,4327,0,1,325
7/18/2021,Solar,7976,11,12,199
12/18/2024,Wind,13902,5,6,353
12/28/2024,Solar,4030,11,12,363
8/4/2020,Solar,5530,13,14,217
9/21/2024,Solar,7327,11,12,265
3/25/2020,Wind,6439,2,3,85
5/9/2021,Wind,11507,17,18,129
7/30/2023,Wind,12058,17,18,211
7/4/2022,Solar,5745,13,14,185
7/5/2021,Wind,4747,9,10,186
2/13/2023,Solar,6722,13,14,44
9/27/2020,Wind,11489,5,6,271
8/26/2025,Wind,2770,22,23,238
1/28/2025,Wind,19186,19,20,28
9/5/2023,Wind,1711,20,21,248
6/6/2020,Wind,7194,19,20,158
9/21/2023,Wind,11271,0,1,264
1/6/2021,Wind,1309,4,5,6
6/21/2021,Solar,4642,17,18,172
4/30/2020,Wind,6717,1,2,121
12/5/2024,Wind,11663,6,7,340
8/11/2022,Wind,4434,6,7,223
4/3/2023,Wind,10376,17,18,93
10/9/2024,Wind,11147,2,3,283
11/5/2021,Solar,3837,14,15,309
2/19/2020,Wind,7030,15,16,50
3/21/2024,Solar,6064,15,16,81
5/4/2021,Wind,13060,3,4,124
7/20/2020,Wind,2745,2,3,202
4/21/2020,Wind,5274,12,13,112
9/28/2021,Wind,5083,22,23,271
11/16/2023,Wind,8890,8,9,320
11/16/2023,Wind,10601,10,11,320
9/5/2021,Solar,4826,12,13,248
10/30/2024,Solar,4815,10,11,304
10/14/2021,Wind,1998,7,8,287
11/27/2024,Wind,18995,11,12,332
7/19/2022,Solar,11456,14,15,200
3/18/2020,Wind,920,7,8,78
8/2/2020,Wind,3476,20,21,215
10/8/2023,Wind,914,22,23,281
1/18/2021,Wind,2046,0,1,18
5/1/2023,Wind,2281,5,6,121
3/27/2023,Solar,7984,13,14,86
9/12/2024,Wind,9890,17,18,256
6/27/2021,Solar,2797,11,12,178
4/29/2023,Solar,3294,10,11,119
2/14/2020,Wind,5101,20,21,45
5/28/2020,Wind,4584,20,21,149
10/23/2020,Wind,5272,21,22,297
2/9/2021,Wind,3261,11,12,40
5/18/2020,Solar,4683,17,18,139
2/16/2020,Wind,11933,5,6,47
1/17/2021,Wind,5132,5,6,17
8/22/2020,Wind,11377,15,16,235
12/2/2023,Wind,3287,15,16,336
11/19/2024,Wind,17507,6,7,324
1/20/2022,Wind,5476,23,0,20
8/12/2021,Wind,537,4,5,224
4/12/2022,Wind,2391,23,0,102
9/20/2024,Wind,6934,1,2,264
7/24/2020,Wind,1623,6,7,206
7/31/2023,Wind,10483,8,9,212
5/7/2021,Solar,5300,15,16,127
6/19/2022,Wind,12780,15,16,170
4/26/2020,Wind,507,21,22,117
5/2/2023,Solar,5328,9,10,122
11/6/2021,Solar,4862,10,11,310
1/11/2022,Wind,3441,9,10,11
5/26/2023,Solar,12036,12,13,146
9/22/2024,Wind,3944,9,10,266
9/4/2023,Wind,7654,9,10,247
5/3/2022,Wind,5334,0,1,123
6/15/2025,Solar,3841,12,13,166
12/18/2021,Wind,6087,6,7,352
8/2/2021,Solar,4320,11,12,214
8/16/2025,Wind,7143,6,7,228
6/29/2025,Solar,4565,14,15,180
2/21/2022,Wind,14866,7,8,52
6/7/2025,Wind,11062,21,22,158
4/20/2025,Wind,4558,15,16,110
7/23/2023,Wind,9075,2,3,204
2/21/2025,Wind,15714,15,16,52
10/19/2022,Wind,7944,19,20,292
1/27/2024,Wind,1873,0,1,27
2/11/2021,Wind,6113,8,9,42
2/13/2023,Wind,2677,21,22,44
12/6/2024,Wind,13192,8,9,341
1/29/2023,Wind,1135,5,6,29
4/22/2023,Wind,4828,5,6,112
2/14/2025,Wind,7129,16,17,45
10/24/2021,Wind,3283,23,0,297
9/29/2025,Wind,2578,8,9,272
1/20/2020,Wind,6095,10,11,20
1/26/2022,Solar,3768,13,14,26
4/6/2020,Wind,7724,0,1,97
1/31/2020,Wind,7998,3,4,31
8/31/2022,Wind,2234,5,6,243
4/1/2023,Wind,16915,1,2,91
11/1/2022,Wind,13662,15,16,305
7/30/2024,Wind,2503,22,23,212
4/8/2025,Wind,2749,19,20,98
9/10/2024,Wind,11651,20,21,254
10/31/2020,Wind,8194,9,10,305
5/7/2024,Solar,5090,9,10,128
4/19/2021,Wind,1780,0,1,109
3/12/2023,Wind,9795,18,19,71
11/19/2023,Wind,13588,9,10,323
2/14/2023,Solar,6281,14,15,45
10/8/2020,Wind,3679,23,0,282
12/4/2024,Wind,3938,18,19,339
8/2/2022,Wind,1216,5,6,214
9/5/2021,Wind,570,2,3,248
1/3/2024,Wind,17729,20,21,3
6/2/2023,Solar,10821,11,12,153
12/5/2024,Wind,16998,14,15,340
5/29/2022,Wind,6015,2,3,149
8/3/2023,Wind,9503,17,18,215
8/31/2020,Solar,4591,11,12,244
1/27/2021,Wind,5439,13,14,27
8/1/2020,Wind,2389,8,9,214
7/13/2021,Wind,2739,5,6,194
12/5/2021,Wind,7154,4,5,339
11/4/2022,Wind,6038,20,21,308
10/10/2022,Solar,4346,11,12,283
12/8/2023,Wind,4441,6,7,342
11/19/2023,Wind,12031,23,0,323
2/19/2024,Wind,4808,22,23,50
3/11/2024,Wind,6774,18,19,71
12/2/2022,Wind,6439,21,22,336
9/15/2024,Solar,6509,13,14,259
5/13/2025,Solar,4040,12,13,133
8/16/2024,Wind,3495,3,4,229
7/4/2022,Solar,4726,18,19,185
12/17/2021,Wind,7175,22,23,351
5/3/2022,Wind,4686,17,18,123
11/1/2022,Wind,11571,19,20,305
10/23/2025,Wind,18781,1,2,296
6/2/2020,Wind,1582,7,8,154
7/30/2023,Wind,5034,6,7,211
10/18/2024,Wind,3726,10,11,292
1/24/2021,Wind,7785,17,18,24
6/7/2024,Solar,3850,18,19,159
9/17/2022,Wind,5298,6,7,260
8/1/2023,Wind,16261,14,15,213
8/9/2024,Wind,4379,2,3,222
4/1/2025,Wind,10918,0,1,91
10/12/2020,Wind,1885,8,9,286
12/29/2021,Wind,13972,17,18,363
9/20/2025,Wind,14676,13,14,263
1/20/2023,Wind,5568,11,12,20
10/16/2025,Wind,4675,3,4,289
10/24/2024,Wind,6471,9,10,298
11/19/2021,Wind,1780,20,21,323
12/16/2021,Wind,5603,12,13,350
5/8/2022,Wind,3729,7,8,128
11/18/2024,Wind,8868,8,9,323
7/22/2024,Wind,3600,3,4,204
11/10/2021,Solar,1404,9,10,314
4/30/2021,Wind,1194,21,22,120
11/15/2024,Wind,1734,23,0,320
6/4/2021,Wind,1719,5,6,155
3/16/2020,Wind,1639,22,23,76
1/20/2022,Wind,5362,20,21,20
3/12/2022,Wind,6226,7,8,71
10/29/2025,Wind,8314,18,19,302
9/26/2021,Wind,2237,5,6,269
7/8/2022,Solar,9095,15,16,189
12/4/2021,Wind,9482,0,1,338
10/13/2023,Wind,14400,23,0,286
11/18/2023,Wind,12095,22,23,322
11/7/2023,Wind,6851,6,7,311
9/2/2022,Wind,1443,19,20,245
2/23/2024,Wind,15039,9,10,54
9/5/2020,Wind,2634,4,5,249
11/1/2025,Wind,14454,6,7,305
11/18/2025,Wind,7882,19,20,322
5/27/2021,Solar,3912,17,18,147
2/11/2021,Wind,8683,15,16,42
8/31/2022,Wind,2951,20,21,243
6/21/2023,Solar,4753,15,16,172
8/30/2022,Wind,3271,22,23,242
10/11/2021,Wind,3153,20,21,284
10/7/2023,Wind,3526,23,0,280
8/27/2020,Wind,7497,23,0,240
7/22/2021,Solar,2992,9,10,203
8/1/2024,Wind,1611,1,2,214
6/1/2021,Wind,3763,21,22,152
9/21/2021,Solar,5163,14,15,264
9/9/2024,Wind,8521,5,6,253
1/31/2025,Wind,8937,12,13,31
6/3/2025,Wind,2426,6,7,154
6/25/2021,Solar,5768,12,13,176
6/18/2022,Wind,2323,7,8,169
2/26/2023,Wind,15728,18,19,57
3/11/2022,Wind,10519,21,22,70
6/1/2022,Solar,5214,17,18,152
6/19/2022,Wind,6948,7,8,170
9/8/2022,Wind,8695,10,11,251
8/2/2022,Wind,1310,1,2,214
11/26/2024,Wind,6445,1,2,331
12/13/2023,Wind,7828,6,7,347
7/12/2025,Wind,3909,20,21,193
10/16/2022,Wind,4704,18,19,289
4/12/2020,Wind,2322,21,22,103
12/25/2023,Wind,12230,16,17,359
6/18/2021,Wind,9367,17,18,169
10/18/2023,Wind,10499,1,2,291
1/12/2022,Solar,4584,11,12,12
4/29/2023,Wind,2714,22,23,119
9/21/2021,Wind,3306,23,0,264
8/8/2023,Solar,9733,12,13,220
8/1/2021,Wind,2348,4,5,213
2/10/2020,Wind,12959,21,22,41
10/31/2020,Wind,3069,4,5,305
12/31/2024,Wind,9036,17,18,366
10/28/2023,Wind,11930,4,5,301
7/19/2025,Wind,4635,1,2,200
9/15/2023,Wind,2659,19,20,258
7/12/2021,Wind,2324,7,8,193
11/28/2020,Wind,3710,13,14,333
1/10/2023,Wind,15777,14,15,10
12/13/2021,Wind,1678,1,2,347
12/23/2021,Wind,8130,13,14,357
12/13/2024,Wind,2960,9,10,348
4/19/2022,Wind,2818,3,4,109
8/30/2023,Wind,3483,23,0,242
3/14/2023,Wind,5023,22,23,73
5/6/2022,Wind,4837,18,19,126
3/23/2025,Wind,5996,8,9,82
1/16/2022,Wind,1801,3,4,16
8/26/2023,Wind,2861,0,1,238
4/17/2025,Wind,2565,3,4,107
4/10/2025,Solar,10273,10,11,100
8/23/2021,Wind,5030,21,22,235
11/21/2023,Wind,7176,15,16,325
8/18/2024,Wind,5352,19,20,231
11/4/2024,Wind,2776,3,4,309
8/7/2021,Wind,3294,2,3,219
11/27/2022,Wind,6839,15,16,331
3/27/2021,Wind,9516,2,3,86
3/12/2022,Wind,9748,22,23,71
10/17/2025,Wind,5096,5,6,290
4/10/2025,Solar,10743,17,18,100
8/21/2022,Wind,791,0,1,233
2/11/2021,Wind,5196,6,7,42
3/31/2021,Wind,1435,23,0,90
6/19/2020,Wind,1906,6,7,171
2/26/2020,Wind,13169,13,14,57
10/21/2023,Wind,20374,11,12,294
11/7/2023,Wind,8207,8,9,311
7/29/2025,Wind,3104,0,1,210
2/19/2020,Wind,7379,10,11,50
4/3/2023,Wind,11458,13,14,93
2/25/2021,Wind,1854,19,20,56
2/25/2021,Wind,5371,2,3,56
9/28/2024,Solar,8533,11,12,272
2/22/2023,Wind,3581,14,15,53
3/5/2025,Solar,9526,11,12,64
9/11/2023,Wind,2249,1,2,254
12/6/2020,Wind,1761,20,21,341
10/3/2025,Wind,11497,14,15,276
11/28/2022,Wind,4489,4,5,332
5/3/2020,Wind,705,22,23,124
2/19/2021,Wind,8744,13,14,50
1/16/2020,Wind,9123,16,17,16
11/18/2021,Solar,3746,13,14,322
12/13/2022,Wind,6219,6,7,347
5/26/2021,Wind,10892,12,13,146
5/28/2020,Wind,6074,22,23,149
5/16/2022,Wind,599,22,23,136
2/8/2021,Wind,2084,10,11,39
8/25/2022,Solar,6443,12,13,237
3/12/2024,Wind,5402,0,1,72
3/8/2022,Wind,5703,21,22,67
4/6/2025,Wind,10147,22,23,96
12/1/2023,Wind,5091,21,22,335
2/1/2024,Wind,3991,13,14,32
3/19/2021,Wind,5515,5,6,78
11/22/2020,Wind,2036,2,3,327
1/29/2023,Wind,1089,6,7,29
2/3/2020,Wind,10296,23,0,34
8/22/2025,Wind,3100,22,23,234
12/30/2023,Wind,14946,21,22,364
6/14/2020,Wind,2981,6,7,166
5/20/2025,Solar,7909,11,12,140
5/27/2021,Solar,1951,19,20,147
11/28/2024,Solar,5112,12,13,333
6/12/2025,Wind,2592,20,21,163
12/2/2021,Wind,6595,4,5,336
4/6/2023,Wind,1240,1,2,96
8/29/2022,Wind,5149,21,22,241
4/22/2024,Wind,7693,2,3,113
4/7/2022,Wind,13300,21,22,97
8/17/2020,Wind,2329,8,9,230
4/8/2020,Wind,3294,0,1,99
6/27/2022,Wind,1132,2,3,178
11/8/2022,Wind,13921,13,14,312
7/27/2024,Wind,418,1,2,209
8/5/2025,Wind,7613,16,17,217
5/1/2020,Wind,8012,10,11,122
6/22/2022,Wind,3322,5,6,173
1/10/2020,Wind,9719,0,1,10
2/26/2024,Wind,9462,3,4,57
8/3/2023,Wind,7651,18,19,215
11/6/2020,Wind,7462,0,1,311
5/12/2025,Solar,4886,18,19,132
2/4/2023,Wind,2724,6,7,35
9/8/2021,Wind,5846,16,17,251
2/16/2023,Wind,7525,19,20,47
5/12/2022,Solar,1922,8,9,132
11/12/2025,Wind,13071,0,1,316
7/7/2020,Solar,4694,11,12,189
3/18/2021,Wind,6015,13,14,77
8/2/2020,Wind,2829,7,8,215
1/28/2020,Wind,12847,8,9,28
10/6/2023,Wind,1366,0,1,279
6/27/2024,Solar,5860,10,11,179
8/30/2024,Solar,8694,12,13,243
11/22/2025,Wind,4673,5,6,326
1/8/2024,Wind,11588,13,14,8
8/10/2025,Solar,4763,12,13,222
4/30/2024,Wind,6800,10,11,121
9/5/2024,Solar,7713,12,13,249
6/18/2024,Wind,2850,5,6,170
8/11/2020,Wind,1326,22,23,224
11/18/2024,Wind,9025,4,5,323
3/3/2025,Wind,4149,21,22,62
6/16/2020,Solar,2228,9,10,168
11/5/2023,Wind,19077,11,12,309
7/10/2020,Wind,4371,9,10,192
10/29/2023,Wind,12320,18,19,302
6/25/2020,Wind,3877,1,2,177
11/27/2023,Wind,7464,2,3,331
9/10/2023,Wind,2837,22,23,253
3/25/2024,Wind,8875,22,23,85
11/11/2021,Wind,1151,2,3,315
9/21/2020,Solar,1691,10,11,265
1/17/2021,Wind,2503,21,22,17
6/16/2024,Wind,3886,20,21,168
5/25/2020,Wind,2382,5,6,146
9/30/2025,Wind,1558,6,7,273
2/19/2025,Wind,8798,6,7,50
11/18/2022,Wind,3150,22,23,322
1/4/2021,Wind,2038,10,11,4
6/4/2022,Solar,5744,13,14,155
12/14/2021,Solar,2182,10,11,348
6/14/2025,Wind,5142,2,3,165
7/11/2024,Solar,2417,8,9,193
3/31/2025,Solar,12362,13,14,90
1/6/2025,Wind,18722,6,7,6
12/16/2021,Wind,2732,8,9,350
6/12/2021,Wind,2432,22,23,163
7/9/2020,Wind,6646,17,18,191
2/18/2022,Wind,13238,18,19,49
2/13/2021,Wind,9991,14,15,44
12/16/2021,Wind,2497,7,8,350
12/15/2024,Wind,6048,8,9,350
7/10/2021,Solar,3276,10,11,191
11/29/2025,Wind,10196,18,19,333
2/10/2021,Wind,4420,21,22,41
7/29/2024,Solar,10129,12,13,211
1/20/2023,Wind,3401,9,10,20
9/10/2022,Solar,7701,16,17,253
12/23/2022,Wind,15011,16,17,357
12/9/2023,Wind,9880,4,5,343
3/19/2023,Wind,6813,16,17,78
11/30/2020,Wind,1329,4,5,335
5/24/2021,Wind,8666,4,5,144
1/27/2022,Wind,5055,9,10,27
10/19/2022,Wind,5532,0,1,292
1/17/2023,Wind,4973,19,20,17
10/13/2025,Wind,7387,18,19,286
5/1/2025,Solar,5191,12,13,121
7/2/2020,Wind,3656,21,22,184
5/14/2022,Solar,5901,11,12,134
9/4/2024,Wind,1022,1,2,248
5/16/2021,Wind,4872,3,4,136
2/24/2022,Wind,9070,9,10,55
11/6/2025,Wind,8939,3,4,310
1/28/2023,Wind,3752,17,18,28
4/5/2023,Wind,2623,1,2,95
3/8/2024,Wind,9798,18,19,68
9/9/2022,Wind,8652,5,6,252
6/23/2025,Wind,7643,11,12,174
3/4/2024,Wind,3900,2,3,64
2/21/2025,Wind,13537,8,9,52
10/31/2023,Wind,9320,10,11,304
8/11/2024,Wind,3520,2,3,224
12/12/2023,Wind,11858,14,15,346
1/18/2021,Wind,2493,6,7,18
8/3/2024,Wind,3502,4,5,216
5/17/2025,Solar,6696,9,10,137
11/14/2021,Wind,4424,18,19,318
6/20/2023,Wind,3307,4,5,171
3/21/2022,Wind,4387,7,8,80
4/19/2020,Wind,3115,13,14,110
7/6/2024,Wind,8305,4,5,188
5/14/2023,Wind,4043,23,0,134
12/19/2022,Wind,12288,2,3,353
9/23/2020,Wind,8545,14,15,267
4/20/2024,Wind,6904,4,5,111
7/21/2020,Wind,4406,21,22,203
4/25/2020,Wind,1779,3,4,116
6/10/2023,Wind,2713,4,5,161
2/11/2024,Wind,12006,17,18,42
7/6/2022,Solar,7683,12,13,187
2/5/2022,Wind,9947,19,20,36
5/28/2020,Wind,6736,23,0,149
9/17/2025,Wind,2575,2,3,260
8/8/2025,Solar,3228,8,9,220
3/9/2020,Wind,8872,22,23,69
3/11/2024,Wind,6066,21,22,71
5/14/2025,Solar,7679,17,18,134
2/4/2020,Wind,10533,1,2,35
8/11/2020,Solar,2040,18,19,224
10/13/2023,Wind,15965,17,18,286
6/16/2022,Solar,1895,19,20,167
12/8/2020,Wind,2188,8,9,343
3/29/2021,Solar,5986,14,15,88
6/15/2025,Solar,3778,9,10,166
1/20/2024,Solar,6835,12,13,20
2/17/2025,Wind,3993,23,0,48
12/3/2021,Wind,6171,7,8,337
5/30/2023,Wind,9640,8,9,150
2/3/2020,Wind,8538,15,16,34
1/22/2025,Wind,6417,12,13,22
12/27/2021,Wind,12569,21,22,361
11/8/2020,Wind,3996,11,12,313
9/20/2023,Wind,10365,21,22,263
3/11/2024,Wind,8030,17,18,71
7/16/2024,Wind,11662,9,10,198
3/26/2025,Wind,3745,19,20,85
2/18/2023,Wind,5595,1,2,49
7/18/2024,Solar,7212,16,17,200
5/8/2020,Wind,2082,4,5,129
9/18/2023,Wind,14252,16,17,261
8/10/2023,Solar,7330,12,13,222
9/7/2020,Wind,2004,19,20,251
10/3/2020,Wind,6727,16,17,277
5/26/2021,Wind,5529,2,3,146
1/23/2022,Wind,1749,4,5,23
6/14/2022,Solar,4214,9,10,165
1/20/2021,Wind,12999,9,10,20
4/1/2025,Wind,10967,6,7,91
2/15/2020,Wind,11448,12,13,46
3/24/2022,Solar,5742,10,11,83
9/5/2025,Wind,4105,1,2,248
1/12/2023,Wind,18306,12,13,12
11/6/2022,Wind,11005,19,20,310
3/8/2022,Wind,3785,17,18,67
12/24/2020,Wind,7846,22,23,359
9/10/2020,Solar,2992,15,16,254
4/28/2024,Wind,10254,1,2,119
5/9/2020,Wind,2676,0,1,130
12/3/2020,Wind,9711,12,13,338
7/20/2024,Wind,1818,0,1,202
8/10/2021,Wind,1225,0,1,222
4/25/2024,Solar,7534,14,15,116
10/12/2021,Wind,3353,19,20,285
6/13/2020,Wind,4955,11,12,165
7/31/2023,Wind,9176,7,8,212
2/7/2020,Wind,5046,15,16,38
4/8/2025,Wind,2900,3,4,98
10/29/2022,Wind,6799,16,17,302
3/17/2020,Solar,2613,13,14,77
7/16/2025,Wind,7811,19,20,197
11/9/2025,Wind,5570,21,22,313
8/15/2021,Wind,8013,18,19,227
8/31/2020,Wind,2550,8,9,244
2/10/2020,Wind,11091,7,8,41
3/20/2022,Wind,5262,3,4,79
2/16/2022,Wind,14791,6,7,47
10/17/2022,Wind,1822,22,23,290
3/28/2025,Wind,2114,2,3,87
6/7/2020,Wind,3654,1,2,159
8/17/2020,Wind,1922,5,6,230
4/22/2025,Solar,2305,8,9,112
9/6/2021,Wind,1319,3,4,249
9/4/2024,Wind,1181,0,1,248
1/20/2025,Wind,1179,20,21,20
7/13/2020,Solar,4705,13,14,195
6/3/2021,Solar,3805,15,16,154
4/9/2025,Wind,5564,8,9,99
7/25/2024,Solar,9796,15,16,207
9/13/2020,Wind,1634,21,22,257
7/18/2024,Wind,2282,3,4,200
6/16/2024,Wind,7228,11,12,168
1/15/2025,Wind,2998,7,8,15
4/12/2023,Wind,11551,10,11,102
9/30/2023,Solar,6238,15,16,273
10/31/2025,Wind,13978,12,13,304
2/20/2025,Wind,10442,15,16,51
12/7/2021,Wind,5875,4,5,341
12/19/2021,Wind,3858,2,3,353
9/11/2021,Wind,1304,6,7,254
7/13/2022,Wind,1284,3,4,194
7/26/2025,Wind,2898,1,2,207
5/6/2025,Wind,15086,13,14,126
12/20/2022,Wind,13290,7,8,354
8/28/2020,Wind,2992,23,0,241
1/20/2023,Wind,2459,7,8,20
2/19/2024,Wind,5970,20,21,50
6/26/2021,Solar,4853,13,14,177
5/29/2024,Wind,11061,15,16,150
6/13/2021,Wind,3335,2,3,164
8/26/2024,Wind,2474,2,3,239
6/10/2021,Wind,1433,20,21,161
9/12/2020,Wind,1498,21,22,256
2/14/2022,Wind,13708,2,3,45
7/14/2022,Solar,9365,15,16,195
9/1/2022,Wind,3710,2,3,244
7/25/2023,Wind,6136,8,9,206
6/27/2025,Solar,11359,15,16,178
5/26/2024,Wind,4941,3,4,147
4/4/2022,Wind,1493,0,1,94
10/24/2021,Wind,4122,3,4,297
11/11/2021,Wind,870,21,22,315
12/15/2020,Wind,4872,3,4,350
1/8/2022,Wind,15073,17,18,8
7/23/2020,Wind,1571,22,23,205
7/18/2020,Wind,1461,22,23,200
12/12/2021,Wind,2570,16,17,346
4/5/2022,Wind,6905,9,10,95
7/17/2023,Wind,2324,5,6,198
4/20/2020,Wind,5618,7,8,111
1/18/2021,Wind,2566,7,8,18
8/24/2021,Wind,11067,18,19,236
1/28/2021,Wind,13948,8,9,28
2/27/2020,Wind,7033,21,22,58
5/4/2025,Wind,7299,15,16,124
9/1/2020,Solar,2103,9,10,245
11/11/2024,Wind,3528,7,8,316
10/24/2021,Solar,6109,11,12,297
11/11/2022,Wind,3169,5,6,315
1/8/2020,Wind,5852,1,2,8
1/13/2021,Wind,3236,4,5,13
8/10/2021,Solar,5787,14,15,222
4/2/2025,Wind,15114,2,3,92
3/1/2021,Wind,3239,17,18,60
11/30/2022,Wind,2060,9,10,334
1/14/2020,Wind,12733,18,19,14
10/12/2020,Solar,3235,10,11,286
3/29/2024,Wind,5982,20,21,89
10/12/2025,Solar,11438,15,16,285
12/21/2020,Wind,6804,3,4,356
9/16/2024,Solar,10670,15,16,260
4/7/2023,Solar,7303,12,13,97
7/21/2024,Wind,8390,16,17,203
10/31/2024,Solar,4724,13,14,305
2/21/2020,Wind,8359,13,14,52
9/1/2021,Wind,6601,19,20,244
3/10/2024,Wind,1487,20,21,70
8/12/2020,Wind,3514,16,17,225
8/26/2023,Wind,3719,4,5,238
3/2/2022,Wind,3208,9,10,61
1/3/2022,Wind,9363,8,9,3
2/13/2025,Solar,4235,11,12,44
4/10/2024,Wind,3966,8,9,101
3/22/2021,Wind,2676,19,20,81
1/10/2025,Wind,5399,10,11,10
10/6/2023,Solar,6868,15,16,279
4/29/2024,Solar,7027,15,16,120
7/13/2024,Wind,896,5,6,195
11/14/2021,Wind,4245,15,16,318
12/10/2023,Wind,14883,10,11,344
6/13/2022,Wind,2895,19,20,164
9/21/2024,Wind,3743,7,8,265
7/9/2025,Wind,1777,2,3,190
8/18/2024,Solar,10781,13,14,231
2/3/2023,Wind,6517,7,8,34
12/12/2021,Wind,2137,17,18,346
5/10/2021,Wind,7851,1,2,130
6/24/2022,Wind,6156,20,21,175
3/17/2020,Wind,1308,3,4,77
7/24/2024,Solar,2606,8,9,206
10/27/2023,Wind,8707,3,4,300
8/17/2025,Solar,9267,10,11,229
9/17/2020,Wind,8119,16,17,261
9/30/2025,Wind,1392,5,6,273
10/3/2024,Wind,7039,7,8,277
3/28/2021,Wind,3564,7,8,87
7/17/2025,Wind,1610,23,0,198
2/26/2022,Solar,7670,10,11,57
7/3/2025,Solar,9564,15,16,184
3/7/2025,Wind,5888,18,19,66
8/8/2024,Wind,1215,4,5,221
9/23/2023,Wind,3488,8,9,266
4/28/2021,Solar,2519,11,12,118
9/10/2022,Solar,8766,14,15,253
3/31/2025,Wind,5433,8,9,90
7/16/2024,Wind,8021,4,5,198
8/20/2025,Wind,7286,11,12,232
1/6/2023,Wind,8675,13,14,6
8/17/2023,Wind,1803,20,21,229
3/15/2024,Wind,9919,5,6,75
12/4/2020,Wind,12195,0,1,339
12/21/2021,Wind,2850,4,5,355
6/9/2024,Wind,5084,22,23,161
6/14/2022,Solar,3413,8,9,165
8/27/2023,Wind,2812,6,7,239
1/6/2025,Wind,18898,12,13,6
3/6/2020,Wind,4508,20,21,66
12/30/2021,Wind,9277,12,13,364
12/6/2022,Wind,1632,6,7,340
6/21/2024,Wind,1325,1,2,173
2/1/2025,Wind,4191,21,22,32
7/14/2020,Wind,4409,18,19,196
7/1/2020,Wind,5201,19,20,183
3/21/2023,Wind,8110,22,23,80
4/14/2025,Solar,2139,8,9,104
2/27/2022,Wind,10044,12,13,58
11/5/2020,Wind,6887,13,14,310
3/10/2020,Wind,12041,5,6,70
6/1/2025,Solar,3175,17,18,152
1/26/2025,Wind,9972,2,3,26
4/30/2020,Wind,11987,13,14,121
12/14/2024,Wind,1157,2,3,349
4/15/2025,Wind,7968,15,16,105
10/30/2020,Wind,7489,2,3,304
2/8/2021,Wind,1406,0,1,39
3/9/2022,Wind,3581,4,5,68
2/22/2022,Wind,14388,15,16,53
1/16/2024,Wind,3128,19,20,16
11/30/2023,Wind,2419,11,12,334
1/21/2022,Wind,6986,14,15,21
10/13/2022,Wind,1361,2,3,286
6/17/2022,Wind,1592,23,0,168
11/17/2024,Wind,3941,6,7,322
7/18/2020,Wind,1339,2,3,200
9/25/2024,Wind,5967,8,9,269
3/29/2022,Wind,2891,5,6,88
6/17/2020,Wind,2095,19,20,169
6/29/2024,Wind,6554,18,19,181
10/30/2020,Wind,7419,10,11,304
2/19/2021,Wind,7404,19,20,50
1/1/2024,Wind,8838,4,5,1
12/27/2022,Wind,4019,6,7,361
11/1/2021,Wind,10079,10,11,305
8/28/2020,Wind,3247,21,22,241
8/27/2020,Wind,6475,19,20,240
10/5/2022,Wind,7845,20,21,278
2/6/2020,Wind,2972,4,5,37
2/9/2024,Wind,13564,11,12,40
5/17/2024,Wind,679,23,0,138
4/8/2021,Solar,3570,10,11,98
11/4/2025,Wind,8203,1,2,308
11/18/2022,Wind,7697,6,7,322
3/24/2020,Wind,5924,6,7,84
2/24/2020,Wind,3562,3,4,55
9/9/2020,Wind,935,0,1,253
8/3/2025,Solar,6177,12,13,215
1/24/2023,Wind,2989,18,19,24
10/31/2020,Wind,2492,3,4,305
8/14/2024,Solar,6071,14,15,227
4/27/2024,Wind,11873,15,16,118
4/26/2024,Wind,4435,23,0,117
5/11/2020,Wind,9243,1,2,132
